item,itemLabel
http://www.wikidata.org/entity/Q2733944,Brynamman
http://www.wikidata.org/entity/Q2733988,Over Norton
http://www.wikidata.org/entity/Q2734020,Spixworth
http://www.wikidata.org/entity/Q2734354,East Orchard
http://www.wikidata.org/entity/Q2735186,Hempnall
http://www.wikidata.org/entity/Q2735241,Tickencote
http://www.wikidata.org/entity/Q2735534,Rockingham
http://www.wikidata.org/entity/Q2735561,Westhall
http://www.wikidata.org/entity/Q2735973,Berwick St John
http://www.wikidata.org/entity/Q2736185,East Donyland
http://www.wikidata.org/entity/Q2736366,Great Witchingham
http://www.wikidata.org/entity/Q2736764,Middleton
http://www.wikidata.org/entity/Q2736813,Ingleby Greenhow
http://www.wikidata.org/entity/Q2737018,Clanfield
http://www.wikidata.org/entity/Q2737155,Meltham
http://www.wikidata.org/entity/Q2737424,Mansfield Woodhouse
http://www.wikidata.org/entity/Q2737576,Hextable
http://www.wikidata.org/entity/Q2737681,Great Tew
http://www.wikidata.org/entity/Q2737989,Palgrave
http://www.wikidata.org/entity/Q2738535,St Giles on the Heath
http://www.wikidata.org/entity/Q2738577,Cambuskenneth
http://www.wikidata.org/entity/Q2738607,Mickle Trafford
http://www.wikidata.org/entity/Q2738696,Horton
http://www.wikidata.org/entity/Q2738752,Horham
http://www.wikidata.org/entity/Q2738948,Goxhill
http://www.wikidata.org/entity/Q2739402,Billingford
http://www.wikidata.org/entity/Q2739449,Hamerton
http://www.wikidata.org/entity/Q2739695,Bishops Lydeard
http://www.wikidata.org/entity/Q2739801,Ickham
http://www.wikidata.org/entity/Q2739818,Woolpit
http://www.wikidata.org/entity/Q2740058,Ashby Parva
http://www.wikidata.org/entity/Q2740123,Portbury
http://www.wikidata.org/entity/Q2740296,Wrotham
http://www.wikidata.org/entity/Q2740300,Clawton
http://www.wikidata.org/entity/Q2740386,Crofton
http://www.wikidata.org/entity/Q2740398,Cockley Cley
http://www.wikidata.org/entity/Q2740404,Wooburn
http://www.wikidata.org/entity/Q2740409,Ellesborough
http://www.wikidata.org/entity/Q2740541,Owston
http://www.wikidata.org/entity/Q2740658,Holkham
http://www.wikidata.org/entity/Q2740852,Ridgewell
http://www.wikidata.org/entity/Q2741051,St Ippolyts
http://www.wikidata.org/entity/Q2741069,Blean
http://www.wikidata.org/entity/Q2741081,Oakley
http://www.wikidata.org/entity/Q2741112,Hilderstone
http://www.wikidata.org/entity/Q2741248,Tillingham
http://www.wikidata.org/entity/Q2741473,Marr
http://www.wikidata.org/entity/Q2741545,West Hanningfield
http://www.wikidata.org/entity/Q2741717,Withybrook
http://www.wikidata.org/entity/Q2742075,Llanyre
http://www.wikidata.org/entity/Q2742186,Middleton
http://www.wikidata.org/entity/Q2742204,Firbeck
http://www.wikidata.org/entity/Q2742208,Westcott
http://www.wikidata.org/entity/Q2742260,Kenn
http://www.wikidata.org/entity/Q2742439,Blaxton
http://www.wikidata.org/entity/Q2742796,Chebsey
http://www.wikidata.org/entity/Q2743022,Bringhurst
http://www.wikidata.org/entity/Q2743084,Peasemore
http://www.wikidata.org/entity/Q2743526,Glatton
http://www.wikidata.org/entity/Q2743633,Pandy
http://www.wikidata.org/entity/Q2743765,Barnby in the Willows
http://www.wikidata.org/entity/Q2743911,Chartham
http://www.wikidata.org/entity/Q2743953,Loddiswell
http://www.wikidata.org/entity/Q2744059,Winterborne Monkton
http://www.wikidata.org/entity/Q2744105,Chastleton
http://www.wikidata.org/entity/Q2649641,Woodham Walter
http://www.wikidata.org/entity/Q2649738,Morley
http://www.wikidata.org/entity/Q2649783,Hipswell
http://www.wikidata.org/entity/Q2649792,Dundrum
http://www.wikidata.org/entity/Q2649924,Didmarton
http://www.wikidata.org/entity/Q2649961,Denham
http://www.wikidata.org/entity/Q2650333,Christleton
http://www.wikidata.org/entity/Q2650635,Otterden
http://www.wikidata.org/entity/Q2650730,Horspath
http://www.wikidata.org/entity/Q2651310,Cornish Hall End
http://www.wikidata.org/entity/Q2651328,Scagglethorpe
http://www.wikidata.org/entity/Q2651619,Aldbrough
http://www.wikidata.org/entity/Q2651646,Hainford
http://www.wikidata.org/entity/Q2651695,Ixworth Thorpe
http://www.wikidata.org/entity/Q2652243,South Kilworth
http://www.wikidata.org/entity/Q2652265,Little Bookham
http://www.wikidata.org/entity/Q2652358,Stringston
http://www.wikidata.org/entity/Q2652360,Witham on the Hill
http://www.wikidata.org/entity/Q2652646,Avon Dassett
http://www.wikidata.org/entity/Q2652658,Doddiscombsleigh
http://www.wikidata.org/entity/Q2652824,Little Witley
http://www.wikidata.org/entity/Q2653057,Little Bollington
http://www.wikidata.org/entity/Q2653678,Carlton
http://www.wikidata.org/entity/Q2653729,Ireby
http://www.wikidata.org/entity/Q2653742,Trusley
http://www.wikidata.org/entity/Q2653901,Brantham
http://www.wikidata.org/entity/Q2654012,Thriplow
http://www.wikidata.org/entity/Q2654104,Odstock
http://www.wikidata.org/entity/Q2654215,Gurnard
http://www.wikidata.org/entity/Q2654467,Harpsden
http://www.wikidata.org/entity/Q2654708,Brightwell-cum-Sotwell
http://www.wikidata.org/entity/Q2654713,Hillesden
http://www.wikidata.org/entity/Q2654971,Childrey
http://www.wikidata.org/entity/Q2655010,Hayton
http://www.wikidata.org/entity/Q2655949,Fen Ditton
http://www.wikidata.org/entity/Q2655978,Mendlesham
http://www.wikidata.org/entity/Q2655982,Huntspill
http://www.wikidata.org/entity/Q2656219,Wotton
http://www.wikidata.org/entity/Q2656246,Thornborough
http://www.wikidata.org/entity/Q2656335,Brockhampton
http://www.wikidata.org/entity/Q2656344,Chittlehamholt
http://www.wikidata.org/entity/Q2656677,Over Kellet
http://www.wikidata.org/entity/Q2656965,Crossgar
http://www.wikidata.org/entity/Q2657187,Quidenham
http://www.wikidata.org/entity/Q2657189,Cold Higham
http://www.wikidata.org/entity/Q2657312,Hilfield
http://www.wikidata.org/entity/Q2657433,Thrintoft
http://www.wikidata.org/entity/Q2657567,Earls Barton
http://www.wikidata.org/entity/Q2657769,Shobdon
http://www.wikidata.org/entity/Q2657926,Middleton
http://www.wikidata.org/entity/Q2658408,Gamston
http://www.wikidata.org/entity/Q2658590,Ashurst
http://www.wikidata.org/entity/Q2658908,Kirkby Underwood
http://www.wikidata.org/entity/Q2658988,St Winnow
http://www.wikidata.org/entity/Q2659033,Churchdown
http://www.wikidata.org/entity/Q2659115,Docking
http://www.wikidata.org/entity/Q2659418,Denton
http://www.wikidata.org/entity/Q2659563,Little Wittenham
http://www.wikidata.org/entity/Q2659692,St Georges
http://www.wikidata.org/entity/Q2659739,Greenstead Green
http://www.wikidata.org/entity/Q2660159,Hellingly
http://www.wikidata.org/entity/Q2660919,Lindfield
http://www.wikidata.org/entity/Q2661001,Bury
http://www.wikidata.org/entity/Q2661083,Brampford Speke
http://www.wikidata.org/entity/Q2661162,Holme
http://www.wikidata.org/entity/Q2661329,Monewden
http://www.wikidata.org/entity/Q2661423,Northlew
http://www.wikidata.org/entity/Q2661629,Twyford
http://www.wikidata.org/entity/Q2661688,Eastchurch
http://www.wikidata.org/entity/Q2661882,Cattistock
http://www.wikidata.org/entity/Q2662733,Virginstow
http://www.wikidata.org/entity/Q2663539,Ditchingham
http://www.wikidata.org/entity/Q2663911,Salterforth
http://www.wikidata.org/entity/Q2663995,Shingay
http://www.wikidata.org/entity/Q2664171,Westmeston
http://www.wikidata.org/entity/Q2664760,Hankerton
http://www.wikidata.org/entity/Q2664818,Sibford Gower
http://www.wikidata.org/entity/Q2665120,Maer
http://www.wikidata.org/entity/Q2665162,Beauworth
http://www.wikidata.org/entity/Q2665391,Redgrave
http://www.wikidata.org/entity/Q2665491,Almondsbury
http://www.wikidata.org/entity/Q2665622,Kirby Grindalythe
http://www.wikidata.org/entity/Q2665634,South Leigh
http://www.wikidata.org/entity/Q2665661,Hardwick
http://www.wikidata.org/entity/Q2665950,Woolsington
http://www.wikidata.org/entity/Q2666366,Frettenham
http://www.wikidata.org/entity/Q2666702,Lathom
http://www.wikidata.org/entity/Q2666793,High Ham
http://www.wikidata.org/entity/Q2666863,Westbury
http://www.wikidata.org/entity/Q2667152,Smisby
http://www.wikidata.org/entity/Q2667373,Waresley
http://www.wikidata.org/entity/Q2667475,Addington
http://www.wikidata.org/entity/Q2667526,Rede
http://www.wikidata.org/entity/Q2667855,Elkesley
http://www.wikidata.org/entity/Q2668038,West Bretton
http://www.wikidata.org/entity/Q2669196,Holton
http://www.wikidata.org/entity/Q2669247,Westwell
http://www.wikidata.org/entity/Q2669529,Stoney Middleton
http://www.wikidata.org/entity/Q2669837,Mawsley
http://www.wikidata.org/entity/Q2670050,Poynings
http://www.wikidata.org/entity/Q2518555,Orchard Portman
http://www.wikidata.org/entity/Q2518710,Dundry
http://www.wikidata.org/entity/Q2518928,Kirby Cane
http://www.wikidata.org/entity/Q2519177,Wilmington
http://www.wikidata.org/entity/Q2519206,Bradley
http://www.wikidata.org/entity/Q2519222,Buckland St Mary
http://www.wikidata.org/entity/Q2519648,Great Addington
http://www.wikidata.org/entity/Q2519746,Theale
http://www.wikidata.org/entity/Q2519767,Ampney Crucis
http://www.wikidata.org/entity/Q2519886,Fawsley
http://www.wikidata.org/entity/Q2520089,Honing
http://www.wikidata.org/entity/Q2520284,Toller Porcorum
http://www.wikidata.org/entity/Q2520804,Clipstone
http://www.wikidata.org/entity/Q2520988,Thwaite
http://www.wikidata.org/entity/Q2520991,Consall
http://www.wikidata.org/entity/Q2521805,Cleeve
http://www.wikidata.org/entity/Q2522048,Chaldon
http://www.wikidata.org/entity/Q2522594,Peak Forest
http://www.wikidata.org/entity/Q2522605,Lower Bullingham
http://www.wikidata.org/entity/Q2522814,Swavesey
http://www.wikidata.org/entity/Q2523069,Damerham
http://www.wikidata.org/entity/Q2523597,Shevington
http://www.wikidata.org/entity/Q2524180,Glemsford
http://www.wikidata.org/entity/Q2524383,Four Marks
http://www.wikidata.org/entity/Q2524570,Sydenham
http://www.wikidata.org/entity/Q2524836,Flaxby
http://www.wikidata.org/entity/Q2525161,Londesborough
http://www.wikidata.org/entity/Q2525214,Herriard
http://www.wikidata.org/entity/Q2525611,Chineham
http://www.wikidata.org/entity/Q2525645,Tadlow
http://www.wikidata.org/entity/Q2525831,Beenham
http://www.wikidata.org/entity/Q2525972,Aller
http://www.wikidata.org/entity/Q2526000,Billingley
http://www.wikidata.org/entity/Q2526591,North Luffenham
http://www.wikidata.org/entity/Q2527090,Clyffe Pypard
http://www.wikidata.org/entity/Q2527386,Warham
http://www.wikidata.org/entity/Q2527924,Hallington
http://www.wikidata.org/entity/Q2527930,Marsworth
http://www.wikidata.org/entity/Q2528179,Dunsford
http://www.wikidata.org/entity/Q2528228,Frimley Green
http://www.wikidata.org/entity/Q2528242,Monkton Combe
http://www.wikidata.org/entity/Q2528648,West End
http://www.wikidata.org/entity/Q2529088,Lingen
http://www.wikidata.org/entity/Q2529412,Lolworth
http://www.wikidata.org/entity/Q2529448,Longbridge Deverill
http://www.wikidata.org/entity/Q2529554,Old Windsor
http://www.wikidata.org/entity/Q2530172,Willaston
http://www.wikidata.org/entity/Q2530517,Burghfield
http://www.wikidata.org/entity/Q2530673,Woodbastwick
http://www.wikidata.org/entity/Q2530698,Colerne
http://www.wikidata.org/entity/Q2530861,Snargate
http://www.wikidata.org/entity/Q2531508,Bearpark
http://www.wikidata.org/entity/Q2531574,Longstanton
http://www.wikidata.org/entity/Q2531738,Stow Bedon
http://www.wikidata.org/entity/Q2532015,Irthington
http://www.wikidata.org/entity/Q2532075,Winston
http://www.wikidata.org/entity/Q2532095,Dunkerton
http://www.wikidata.org/entity/Q2532286,Glapthorn
http://www.wikidata.org/entity/Q2532900,Donnington
http://www.wikidata.org/entity/Q2532963,Farway
http://www.wikidata.org/entity/Q2533171,Warborough
http://www.wikidata.org/entity/Q2533408,Irvinestown
http://www.wikidata.org/entity/Q2533731,Newland
http://www.wikidata.org/entity/Q2534004,Childerley
http://www.wikidata.org/entity/Q2534593,Curdridge
http://www.wikidata.org/entity/Q2534603,Shobrooke
http://www.wikidata.org/entity/Q2535655,Stoughton
http://www.wikidata.org/entity/Q2536604,Wood Walton
http://www.wikidata.org/entity/Q2536739,Acomb
http://www.wikidata.org/entity/Q2536888,Coulston
http://www.wikidata.org/entity/Q2537605,Haddenham
http://www.wikidata.org/entity/Q2537912,Marston
http://www.wikidata.org/entity/Q2538033,Dodderhill
http://www.wikidata.org/entity/Q2538081,Stamfordham
http://www.wikidata.org/entity/Q2538183,Littlehempston
http://www.wikidata.org/entity/Q2538184,Great Henny
http://www.wikidata.org/entity/Q2538523,Berrick Salome
http://www.wikidata.org/entity/Q2538605,Ulgham
http://www.wikidata.org/entity/Q2538623,Pitsford
http://www.wikidata.org/entity/Q2538630,Charlcombe
http://www.wikidata.org/entity/Q2538745,Huntington
http://www.wikidata.org/entity/Q2566509,Kirkoswald
http://www.wikidata.org/entity/Q2566684,Foston
http://www.wikidata.org/entity/Q2566739,Compton Valence
http://www.wikidata.org/entity/Q2566928,Sturston
http://www.wikidata.org/entity/Q2566965,Shinfield
http://www.wikidata.org/entity/Q2567269,Nordelph
http://www.wikidata.org/entity/Q2567667,Carhampton
http://www.wikidata.org/entity/Q2568455,Barnardiston
http://www.wikidata.org/entity/Q2568462,Beckingham
http://www.wikidata.org/entity/Q2568921,Ovington
http://www.wikidata.org/entity/Q2569385,Stoodleigh
http://www.wikidata.org/entity/Q2569395,East Stoke
http://www.wikidata.org/entity/Q2569452,Flamstead
http://www.wikidata.org/entity/Q2569464,Horsington
http://www.wikidata.org/entity/Q2570298,Westerleigh
http://www.wikidata.org/entity/Q2570944,Old
http://www.wikidata.org/entity/Q2571380,Killyman
http://www.wikidata.org/entity/Q2571383,Ford
http://www.wikidata.org/entity/Q2571399,Kington
http://www.wikidata.org/entity/Q2571618,Freston
http://www.wikidata.org/entity/Q2571768,Cockfield
http://www.wikidata.org/entity/Q2571859,Ettrickbridge
http://www.wikidata.org/entity/Q2572551,Calbourne
http://www.wikidata.org/entity/Q2573097,Ash Priors
http://www.wikidata.org/entity/Q2573121,Angram
http://www.wikidata.org/entity/Q2573220,Stoke Row
http://www.wikidata.org/entity/Q2573284,Biddlesden
http://www.wikidata.org/entity/Q2573736,Northop
http://www.wikidata.org/entity/Q2573966,Ashley
http://www.wikidata.org/entity/Q2574387,Welbury
http://www.wikidata.org/entity/Q2574907,Kinwarton
http://www.wikidata.org/entity/Q2575810,Little Henham
http://www.wikidata.org/entity/Q2575867,Ufton Nervet
http://www.wikidata.org/entity/Q2576049,Weeton
http://www.wikidata.org/entity/Q2576653,St Giles in the Wood
http://www.wikidata.org/entity/Q2576950,Long Buckby
http://www.wikidata.org/entity/Q2576984,Rainworth
http://www.wikidata.org/entity/Q2577801,Kingsdown
http://www.wikidata.org/entity/Q2577845,Hardingham
http://www.wikidata.org/entity/Q2577962,Hartest
http://www.wikidata.org/entity/Q2578348,Bacton
http://www.wikidata.org/entity/Q2578375,Thrumpton
http://www.wikidata.org/entity/Q2578455,Chipstable
http://www.wikidata.org/entity/Q2578642,Purley on Thames
http://www.wikidata.org/entity/Q2578779,North Clifton
http://www.wikidata.org/entity/Q2578787,Edensor
http://www.wikidata.org/entity/Q2579332,Appleford-on-Thames
http://www.wikidata.org/entity/Q2579472,Bourton
http://www.wikidata.org/entity/Q2579721,Camber
http://www.wikidata.org/entity/Q2580055,Kennett
http://www.wikidata.org/entity/Q2580135,Saxtead
http://www.wikidata.org/entity/Q2580652,Cushendall
http://www.wikidata.org/entity/Q2581086,Hepple
http://www.wikidata.org/entity/Q2581562,Greatford
http://www.wikidata.org/entity/Q2581877,Mercaston
http://www.wikidata.org/entity/Q2581975,Hartburn
http://www.wikidata.org/entity/Q2581993,Ringmore
http://www.wikidata.org/entity/Q2582310,Earsham
http://www.wikidata.org/entity/Q2582485,Horton-cum-Studley
http://www.wikidata.org/entity/Q2582510,Whittington
http://www.wikidata.org/entity/Q2582516,Peasedown St John
http://www.wikidata.org/entity/Q2582838,Wigginton
http://www.wikidata.org/entity/Q2583160,Sparkford
http://www.wikidata.org/entity/Q2583358,Bulkworthy
http://www.wikidata.org/entity/Q2583625,Whitelackington
http://www.wikidata.org/entity/Q2583862,West Bagborough
http://www.wikidata.org/entity/Q2583880,Minterne Magna
http://www.wikidata.org/entity/Q2583949,Cherry Willingham
http://www.wikidata.org/entity/Q2583962,Wethersfield
http://www.wikidata.org/entity/Q2584053,Carlton Husthwaite
http://www.wikidata.org/entity/Q2584125,Abbots Morton
http://www.wikidata.org/entity/Q2584132,Sebergham
http://www.wikidata.org/entity/Q2584490,East Dean
http://www.wikidata.org/entity/Q2584506,North Hinksey
http://www.wikidata.org/entity/Q2584569,Gristhorpe
http://www.wikidata.org/entity/Q2584642,Whashton
http://www.wikidata.org/entity/Q2585002,Brockham
http://www.wikidata.org/entity/Q2585586,Whitchurch
http://www.wikidata.org/entity/Q2585652,Frampton
http://www.wikidata.org/entity/Q2586170,Little Canfield
http://www.wikidata.org/entity/Q2586225,Strete
http://www.wikidata.org/entity/Q2586360,Barrington
http://www.wikidata.org/entity/Q2586385,Gorefield
http://www.wikidata.org/entity/Q2586715,Seal
http://www.wikidata.org/entity/Q2586989,Withnell
http://www.wikidata.org/entity/Q2587071,Bilsington
http://www.wikidata.org/entity/Q2587144,Pattiswick
http://www.wikidata.org/entity/Q2587307,Tibberton
http://www.wikidata.org/entity/Q2587543,Kirby Bellars
http://www.wikidata.org/entity/Q2588002,Hinton Martell
http://www.wikidata.org/entity/Q2588399,Exton
http://www.wikidata.org/entity/Q2589565,Bilbrook
http://www.wikidata.org/entity/Q2589810,Brandiston
http://www.wikidata.org/entity/Q2589870,Layer Breton
http://www.wikidata.org/entity/Q2590583,Thornton Rust
http://www.wikidata.org/entity/Q2590882,Ovington
http://www.wikidata.org/entity/Q2591934,Hanlith
http://www.wikidata.org/entity/Q2592016,West Moors
http://www.wikidata.org/entity/Q2592050,Middleton-on-Leven
http://www.wikidata.org/entity/Q2592080,Collingham
http://www.wikidata.org/entity/Q2744140,Charlesworth
http://www.wikidata.org/entity/Q2744332,Christchurch
http://www.wikidata.org/entity/Q2744379,Skipwith
http://www.wikidata.org/entity/Q2744669,Hawkhurst
http://www.wikidata.org/entity/Q2744759,Worton
http://www.wikidata.org/entity/Q2744855,Great Horkesley
http://www.wikidata.org/entity/Q2744886,Layer de la Haye
http://www.wikidata.org/entity/Q2744952,Sparkwell
http://www.wikidata.org/entity/Q2744982,Curbar
http://www.wikidata.org/entity/Q2745088,Coatham Mundeville
http://www.wikidata.org/entity/Q2745185,Llanelwedd
http://www.wikidata.org/entity/Q2745384,Cononley
http://www.wikidata.org/entity/Q2745418,Black Torrington
http://www.wikidata.org/entity/Q2745441,Nateby
http://www.wikidata.org/entity/Q2745532,Kings Worthy
http://www.wikidata.org/entity/Q2745900,Hessay
http://www.wikidata.org/entity/Q2746326,Aberfoyle
http://www.wikidata.org/entity/Q2746530,Lissington
http://www.wikidata.org/entity/Q2746813,Somersal Herbert
http://www.wikidata.org/entity/Q2746851,Rothley
http://www.wikidata.org/entity/Q2746962,Barby
http://www.wikidata.org/entity/Q2747067,Ashreigney
http://www.wikidata.org/entity/Q2747083,Broomhedge
http://www.wikidata.org/entity/Q2747104,Hackington
http://www.wikidata.org/entity/Q2747225,Holme St Cuthbert
http://www.wikidata.org/entity/Q2747261,Feniton
http://www.wikidata.org/entity/Q2748413,West Thorney
http://www.wikidata.org/entity/Q2748511,Puddington
http://www.wikidata.org/entity/Q2748543,Westerdale
http://www.wikidata.org/entity/Q2748567,North Newington
http://www.wikidata.org/entity/Q2748633,Preston Brook
http://www.wikidata.org/entity/Q2748695,Thorpe Constantine
http://www.wikidata.org/entity/Q2748735,St Minver
http://www.wikidata.org/entity/Q2748757,West Runton
http://www.wikidata.org/entity/Q2748953,Cranmore
http://www.wikidata.org/entity/Q2749202,Kingston by Sea
http://www.wikidata.org/entity/Q2749435,Kingston
http://www.wikidata.org/entity/Q2749481,Duffield
http://www.wikidata.org/entity/Q2749703,Fawley
http://www.wikidata.org/entity/Q2749964,Kintbury
http://www.wikidata.org/entity/Q2750199,Marham
http://www.wikidata.org/entity/Q2750337,Broomfield
http://www.wikidata.org/entity/Q2750342,Titchwell
http://www.wikidata.org/entity/Q2750819,Lythe
http://www.wikidata.org/entity/Q2750931,Lydbrook
http://www.wikidata.org/entity/Q2750950,North Kilvington
http://www.wikidata.org/entity/Q2751552,Thurston
http://www.wikidata.org/entity/Q2751820,Kirkby on Bain
http://www.wikidata.org/entity/Q2751941,South Stoke
http://www.wikidata.org/entity/Q2752278,Charlton
http://www.wikidata.org/entity/Q2752670,Penyffordd
http://www.wikidata.org/entity/Q2752862,Blisworth
http://www.wikidata.org/entity/Q2753082,Carsington
http://www.wikidata.org/entity/Q2753237,Blyth
http://www.wikidata.org/entity/Q2753338,Holcot
http://www.wikidata.org/entity/Q2753548,Bredfield
http://www.wikidata.org/entity/Q2753711,Arborfield
http://www.wikidata.org/entity/Q2754175,Kildwick
http://www.wikidata.org/entity/Q2754473,Barton Mills
http://www.wikidata.org/entity/Q2754881,Thornham
http://www.wikidata.org/entity/Q2755561,Sabden
http://www.wikidata.org/entity/Q2755585,Ceannabeinne
http://www.wikidata.org/entity/Q2756203,Stoke Golding
http://www.wikidata.org/entity/Q2756533,Ashwell
http://www.wikidata.org/entity/Q2756720,Bishop's Hull
http://www.wikidata.org/entity/Q2758727,Cotehill
http://www.wikidata.org/entity/Q2758828,North Dalton
http://www.wikidata.org/entity/Q2759349,Grafham
http://www.wikidata.org/entity/Q2759647,Cawton
http://www.wikidata.org/entity/Q2759926,Rackheath
http://www.wikidata.org/entity/Q2760339,Buttermere
http://www.wikidata.org/entity/Q2760383,Broughton
http://www.wikidata.org/entity/Q2761927,Walton
http://www.wikidata.org/entity/Q2762057,Wanborough
http://www.wikidata.org/entity/Q2762400,Broomfleet
http://www.wikidata.org/entity/Q2763526,Newton Solney
http://www.wikidata.org/entity/Q2763543,East Clandon
http://www.wikidata.org/entity/Q2764376,Harby
http://www.wikidata.org/entity/Q2764522,Abbots Bickington
http://www.wikidata.org/entity/Q2767129,West Hardwick
http://www.wikidata.org/entity/Q2767132,Baylham
http://www.wikidata.org/entity/Q2767181,Winwick
http://www.wikidata.org/entity/Q2767197,Seamer
http://www.wikidata.org/entity/Q2767358,Eyton upon the Weald Moors
http://www.wikidata.org/entity/Q2767573,Kirk Ireton
http://www.wikidata.org/entity/Q2768066,Walton
http://www.wikidata.org/entity/Q2768293,Stanton St Bernard
http://www.wikidata.org/entity/Q2768667,Upper Helmsley
http://www.wikidata.org/entity/Q2768862,Wombourne
http://www.wikidata.org/entity/Q2768930,West Bradley
http://www.wikidata.org/entity/Q2770429,Limington
http://www.wikidata.org/entity/Q2770633,Farnhill
http://www.wikidata.org/entity/Q2770663,Cotheridge
http://www.wikidata.org/entity/Q2771045,Mapperley
http://www.wikidata.org/entity/Q2771329,East Rudham
http://www.wikidata.org/entity/Q2772082,Birtley
http://www.wikidata.org/entity/Q2772158,Upper Arley
http://www.wikidata.org/entity/Q2772280,Berwick St James
http://www.wikidata.org/entity/Q2772708,Fyfield
http://www.wikidata.org/entity/Q2773089,Bulmer
http://www.wikidata.org/entity/Q2842772,Claxton
http://www.wikidata.org/entity/Q2842991,Laga
http://www.wikidata.org/entity/Q2843023,Stocklinch
http://www.wikidata.org/entity/Q2843733,Nether Winchendon
http://www.wikidata.org/entity/Q2845325,Netherhampton
http://www.wikidata.org/entity/Q2845431,West Wickham
http://www.wikidata.org/entity/Q2845823,Acklam
http://www.wikidata.org/entity/Q2846186,Henstridge
http://www.wikidata.org/entity/Q2846339,Belchamp St Paul
http://www.wikidata.org/entity/Q2846782,Barston
http://www.wikidata.org/entity/Q2846935,Thorpe
http://www.wikidata.org/entity/Q2847194,Leigh
http://www.wikidata.org/entity/Q2849195,Allonby
http://www.wikidata.org/entity/Q2849621,Angle
http://www.wikidata.org/entity/Q2849887,Little Torrington
http://www.wikidata.org/entity/Q2851755,Little Eaton
http://www.wikidata.org/entity/Q2852287,Pattishall
http://www.wikidata.org/entity/Q2852540,St Issey
http://www.wikidata.org/entity/Q2852827,Great Budworth
http://www.wikidata.org/entity/Q2853591,Aberford
http://www.wikidata.org/entity/Q2854248,Comberton
http://www.wikidata.org/entity/Q2854489,Thorney
http://www.wikidata.org/entity/Q2854785,Leake
http://www.wikidata.org/entity/Q2854886,Flamborough
http://www.wikidata.org/entity/Q2855109,Fittleton
http://www.wikidata.org/entity/Q2855567,Dearham
http://www.wikidata.org/entity/Q2855585,Newbiggin
http://www.wikidata.org/entity/Q2855666,Bodham
http://www.wikidata.org/entity/Q2856223,Moor Crichel
http://www.wikidata.org/entity/Q2856452,Toller Fratrum
http://www.wikidata.org/entity/Q2856537,Laughton
http://www.wikidata.org/entity/Q2856613,Prussia Cove
http://www.wikidata.org/entity/Q2857974,Barmpton
http://www.wikidata.org/entity/Q2858761,Appleton Wiske
http://www.wikidata.org/entity/Q2859417,Foul Anchor
http://www.wikidata.org/entity/Q2859988,Four Mile Bridge
http://www.wikidata.org/entity/Q2860166,Archiestown
http://www.wikidata.org/entity/Q2860389,Ticehurst
http://www.wikidata.org/entity/Q2861086,Wellesbourne
http://www.wikidata.org/entity/Q2861393,Dean
http://www.wikidata.org/entity/Q2862048,Hazlerigg
http://www.wikidata.org/entity/Q2862650,Weston Patrick
http://www.wikidata.org/entity/Q2863513,Arpinge
http://www.wikidata.org/entity/Q2864113,Stockleigh Pomeroy
http://www.wikidata.org/entity/Q2864129,Melbury Osmond
http://www.wikidata.org/entity/Q2864619,Pleshey
http://www.wikidata.org/entity/Q2864767,Norton Bavant
http://www.wikidata.org/entity/Q2864884,Hamstall Ridware
http://www.wikidata.org/entity/Q2865175,Fulbrook
http://www.wikidata.org/entity/Q2865217,Cann
http://www.wikidata.org/entity/Q2865713,Farringdon
http://www.wikidata.org/entity/Q2865717,Debach
http://www.wikidata.org/entity/Q2866494,Ashby St Ledgers
http://www.wikidata.org/entity/Q2866594,Ashurst
http://www.wikidata.org/entity/Q2866597,Ashwell
http://www.wikidata.org/entity/Q2867311,Chetnole
http://www.wikidata.org/entity/Q2868353,Flaunden
http://www.wikidata.org/entity/Q2868593,Little Missenden
http://www.wikidata.org/entity/Q2869004,Ford
http://www.wikidata.org/entity/Q2869189,Bratton Seymour
http://www.wikidata.org/entity/Q2869800,Halstock
http://www.wikidata.org/entity/Q2870168,Bulkington
http://www.wikidata.org/entity/Q2870664,Kirkton of Auchterless
http://www.wikidata.org/entity/Q2870790,Rushwick
http://www.wikidata.org/entity/Q2870811,Audlem
http://www.wikidata.org/entity/Q2871497,Greinton
http://www.wikidata.org/entity/Q2871782,Newsham
http://www.wikidata.org/entity/Q2871859,Wingfield
http://www.wikidata.org/entity/Q2872216,Shepton Montague
http://www.wikidata.org/entity/Q2872785,Ompton
http://www.wikidata.org/entity/Q2873069,Ruscombe
http://www.wikidata.org/entity/Q2875342,Elgol
http://www.wikidata.org/entity/Q2875910,North Bovey
http://www.wikidata.org/entity/Q2876117,Barnby Moor
http://www.wikidata.org/entity/Q2876173,Ingoldisthorpe
http://www.wikidata.org/entity/Q2877783,Bondleigh
http://www.wikidata.org/entity/Q2878961,Kinoulton
http://www.wikidata.org/entity/Q2879028,Ryhill
http://www.wikidata.org/entity/Q2879731,Copdock
http://www.wikidata.org/entity/Q2880625,Balby
http://www.wikidata.org/entity/Q2880645,Balcombe
http://www.wikidata.org/entity/Q2880704,Auldhame & Scoughall
http://www.wikidata.org/entity/Q2880785,Balerno
http://www.wikidata.org/entity/Q2880792,Stanton-by-Dale
http://www.wikidata.org/entity/Q2880948,Warnford
